findFlexsVals,75.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prismCheck,0.29,0.209,0.212,0.469,0.16,0.181,0.195,0.176,0.178,0.156,0.172,0.182,0.19,0.17,0.183,0.222,0.414,0.171,0.214,0.176,0.193,0.205,0.19,0.169,0.387,0.273,0.162,0.157,0.243,0.165,0.669,0.219,0.151,0.177,0.171,0.655,0.27,0.193,0.211,0.171,0.423,0.176,0.188,0.273,0.162,0.191,0.183,0.201,0.193,0.217,0.21,0.192,0.16,0.262,0.198,0.189,0.685,0.178,0.191,0.176,0.246,0.203,0.2,0.453,0.237,0.248,0.246,0.264,0.191,0.187,0.25,0.194,0.189,0.202,0.237,0.185,0.233,0.189,0.394,0.24,0.176,0.238,0.43,0.386,0.184,0.205,0.194,0.434,0.18,0.643,0.188,0.274,0.152,0.77,0.236,0.258,0.339,0.264,0.198,0.19,0.245,0.167,0.459,0.179,0.656,0.224,0.192,0.301,0.19,0.307,0.675,0.258,0.363,0.773,0.661,0.232,0.716,0.375,0.199,0.187,0.28,0.272,0.235,0.623,0.257,0.399,0.239,0.238,0.675,0.402,0.681,0.449,0.245,0.196,0.421,0.347,0.28,0.234,0.21,0.245,0.196,0.607,0.18,0.646,0.249,0.327,0.254,0.186,0.243,0.362,0.381,0.72,0.232,0.371,0.46,0.598,0.18,0.711,0.2,0.705,0.225,0.59,0.259,0.257,0.242,0.375,0.672,0.374,0.57,0.363,0.372,0.235,0.41,0.359,0.37,0.237,0.441,0.442,0.399,0.644,0.387,0.706,0.633,0.247,0.39,0.696,0.344,0.425,0.406,0.417,0.381,0.688,0.653,0.607,0.698,0.637,0.666,0.587,0.362,0.397,0.696,0.603,0.388,0.681,0.228,0.373,0.631,0.677,0.221,0.608,0.691,0.582,0.364,0.255,0.367,0.39,0.261,0.637,0.213,0.649,0.277,0.599,75.375,
verifyRigidFormula,3.191,2.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
findModels,5692.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new PrismPlugin,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verifyNonRigidFormula,5773.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z3-check,2.66,2.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z3-modelfind,10.346,13.263,12.521,11.079,12.055,13.203,12.544,12.111,14.004,14.215,16.174,17.473,13.731,15.506,16.047,16.515,15.61,19.391,15.551,17.732,21.012,21.518,20.875,22.065,14.627,15.471,15.302,13.108,16.135,19.747,23.259,21.965,22.796,12.566,16.358,16.584,15.28,16.903,14.817,20.211,20.872,23.089,22.519,23.177,25.126,20.437,23.073,25.13,23.517,23.87,20.256,27.108,26.148,31.264,30.396,30.631,28.419,29.637,30.444,29.813,29.27,29.287,28.931,33.16,34.977,36.774,39.995,27.957,25.868,26.647,27.091,24.056,24.301,26.967,25.645,26.05,28.933,25.728,27.008,24.877,25.878,23.634,26.802,27.262,29.622,29.499,29.309,26.994,29.718,21.122,16.292,17.075,18.603,20.476,21.538,20.474,20.7,23.163,20.924,19.922,22.568,23.868,23.63,21.046,22.692,22.258,19.432,19.402,20.922,20.978,21.472,14.907,17.064,16.181,19.847,17.985,21.255,19.789,20.622,21.006,17.178,17.611,21.803,21.525,21.838,23.235,21.092,19.115,22.007,22.376,22.993,22.52,23.904,15.623,19.011,18.059,21.153,21.802,25.438,23.254,23.852,26.643,27.788,27.626,27.947,28.163,28.866,30.171,30.121,30.975,31.933,32.241,33.224,30.981,28.415,28.471,28.54,22.637,23.8,23.394,24.385,22,14.039,14.046,23.4,19.127,24.178,27.983,26.914,31.56,32.829,24.604,27.055,26.394,31.705,32.692,28.693,30.502,32.42,35.495,36.427,34.046,35.231,26.858,34.665,36.538,34.494,36.447,36.032,37.525,36.398,34.549,36.015,36.359,37.834,37.094,35.223,31.024,35.1,33.128,32.98,34.423,36.477,35.895,33.785,37.137,36.653,33.618,33.92,39.188,37.603,38.998,43.982,42.143,39.096,38.8,36.447,36.977,38.44,39.085,37.139,37.222,39.104,5691.494
